"","geoid","tract.fips","tract.fips20","part.flag","part.flag20","pct.1990","pct.2000","state.fips","state.fips20","county.fips","county.fips20"
"923","0401352271604013522730","522716","522730","P","P",25.5,100,"04","04","013","013"
"924","0401352271604013522731","522716","522731","P"," ",25.9,100,"04","04","013","013"
"925","0401352271604013522732","522716","522732","P"," ",12.6,100,"04","04","013","013"
"926","0401352270804013522735","522708","522735","P","P",0,0,"04","04","013","013"
"927","0401352271604013522735","522716","522735","P","P",10.6,100,"04","04","013","013"
"928","0401352270304013522736","522703","522736","P"," ",9.4,100,"04","04","013","013"
"929","0401352270304013522737","522703","522737","P"," ",5.6,100,"04","04","013","013"
"930","0401352270304013522738","522703","522738","P"," ",5.8,100,"04","04","013","013"
"931","0401352270304013522739","522703","522739","P"," ",7.8,100,"04","04","013","013"
"932","0401352270304013522740","522703","522740","P"," ",8.9,100,"04","04","013","013"
"933","0401352270304013522741","522703","522741","P"," ",7.6,100,"04","04","013","013"
"934","0401352270304013522742","522703","522742","P"," ",6.1,100,"04","04","013","013"
"935","0401352270304013522743","522703","522743","P"," ",12,100,"04","04","013","013"
"936","0401352270304013522744","522703","522744","P"," ",6.4,100,"04","04","013","013"
"937","0401352270304013522745","522703","522745","P"," ",9.6,100,"04","04","013","013"
"938","0401352270304013522746","522703","522746","P"," ",5.3,100,"04","04","013","013"
"939","0401352270304013522747","522703","522747","P"," ",7.1,100,"04","04","013","013"
"940","0401352270304013522748","522703","522748","P"," ",3.7,100,"04","04","013","013"
"941","0401352270304013522749","522703","522749","P"," ",1.3,100,"04","04","013","013"
"942","0401352270304013522757","522703","522757","P"," ",1,100,"04","04","013","013"
"943","0401352280004013522800","522800","522800"," "," ",100,100,"04","04","013","013"
"944","0401352290104013522901","522901","522901"," "," ",100,100,"04","04","013","013"
"945","0401352290204013522902","522902","522902"," "," ",100,100,"04","04","013","013"
"946","0401352300204013523002","523002","523002"," "," ",100,100,"04","04","013","013"
"947","0401352300304013523003","523003","523003"," "," ",100,100,"04","04","013","013"
"948","0401352300504013523005","523005","523005"," "," ",100,100,"04","04","013","013"
"949","0401352300604013523006","523006","523006"," "," ",100,100,"04","04","013","013"
"950","0401352310204013523102","523102","523102"," "," ",100,100,"04","04","013","013"
"951","0401352310304013523103","523103","523103"," "," ",100,100,"04","04","013","013"
"952","0401352310404013523104","523104","523104"," "," ",100,100,"04","04","013","013"
"953","0401305060004013723301","050600","723301","P","P",0,0,"04","04","013","013"
"954","0401372330004013723301","723300","723301","P","P",34.4,100,"04","04","013","013"
"955","0401305060004013723302","050600","723302","P","P",0,0,"04","04","013","013"
"956","0401372330004013723302","723300","723302","P","P",63.9,100,"04","04","013","013"
"957","0401372330004013940700","723300","940700","P"," ",1.7,100,"04","04","013","013"
"958","0401311660104013941000","116601","941000","P","P",0,0,"04","04","013","013"
"959","0401362320004013941000","623200","941000","P","P",98.6,100,"04","04","013","013"
"960","0401372330004013941000","723300","941000","P","P",0,0,"04","04","013","013"
"961","0401362320004013941100","623200","941100","P"," ",1.4,100,"04","04","013","013"
