"","X","STATE00","COUNTY00","TRACT00","GEOID00","POP00","HU00","PART00","AREA00","AREALAND00","STATE10","COUNTY10","TRACT10","GEOID10","POP10","HU10","PART10","AREA10","AREALAND10","AREAPT","AREALANDPT","AREAPCT00PT","ARELANDPCT00PT","AREAPCT10PT","AREALANDPCT10PT","POP10PT","POPPCT00","POPPCT10","HU10PT","HUPCT00","HUPCT10"
"1055",1199,4,13,522746,4013522746,23966,7760,"P",51457566,51403868,4,13,816700,4013816700,2348,683,"W",2839832,2839832,2839832,2839832,5.52,5.52,100,100,2348,9.8,100,683,8.8,100
"1056",1200,4,13,522746,4013522746,23966,7760,"P",51457566,51403868,4,13,816800,4013816800,2875,885,"W",6445727,6434509,6445727,6434509,12.53,12.52,100,100,2875,12,100,885,11.4,100
"1057",1201,4,13,522746,4013522746,23966,7760,"P",51457566,51403868,4,13,816900,4013816900,3393,1037,"P",24417946,24398767,24359387,24340208,47.34,47.35,99.76,99.76,3393,14.16,100,1037,13.36,100
"1058",1202,4,13,522746,4013522746,23966,7760,"P",51457566,51403868,4,13,817000,4013817000,3523,1094,"W",7775510,7772301,7775510,7772301,15.11,15.12,100,100,3523,14.7,100,1094,14.1,100
"1059",1203,4,13,522746,4013522746,23966,7760,"P",51457566,51403868,4,13,817100,4013817100,7549,2877,"W",6908924,6901404,6908924,6901404,13.43,13.43,100,100,7549,31.5,100,2877,37.07,100
"1060",1204,4,13,522746,4013522746,23966,7760,"P",51457566,51403868,4,13,817600,4013817600,998,308,"P",45116894,45030861,80666,80666,0.16,0.16,0.18,0.18,0,0,0,0,0,0
"1062",1206,4,13,522747,4013522747,6151,1934,"P",26837118,26768078,4,13,817200,4013817200,6151,1934,"W",26778559,26709519,26778559,26709519,99.78,99.78,100,100,6151,100,100,1934,100,100
"1066",1210,4,13,522757,4013522757,712,232,"P",37416643,37359234,4,13,815200,4013815200,6720,2592,"P",5400666,5400666,1073,1073,0,0,0.02,0.02,0,0,0,0,0,0
"1067",1211,4,13,522757,4013522757,712,232,"P",37416643,37359234,4,13,817600,4013817600,998,308,"P",45116894,45030861,37074895,37017486,99.09,99.09,82.18,82.2,712,100,71.34,232,100,75.32
"1069",1213,4,13,522800,4013522800,1685,690,"P",15387430,15374939,4,13,817600,4013817600,998,308,"P",45116894,45030861,240921,240921,1.57,1.57,0.53,0.54,0,0,0,0,0,0
"1072",1216,4,13,522902,4013522902,9717,3171,"P",2607376,2607376,4,13,522904,4013522904,4549,1503,"W",1307261,1307261,1307261,1307261,50.14,50.14,100,100,4549,46.81,100,1503,47.4,100
"1081",1225,4,13,723301,4013723301,9959,3977,"P",98060764,98060764,4,13,723304,4013723304,4230,1515,"P",736250251,736250251,8000787,8000787,8.16,8.16,1.09,1.09,228,2.29,5.39,96,2.41,6.34
"1082",1226,4,13,723301,4013723301,9959,3977,"P",98060764,98060764,4,13,723307,4013723307,2186,818,"W",19053842,19053842,19053842,19053842,19.43,19.43,100,100,2186,21.95,100,818,20.57,100
"1083",1227,4,13,723301,4013723301,9959,3977,"P",98060764,98060764,4,13,723308,4013723308,7519,3050,"W",35836126,35836126,35836126,35836126,36.54,36.54,100,100,7519,75.5,100,3050,76.69,100
"1085",1229,4,13,723302,4013723302,12006,2669,"P",7287287586,7286897851,4,13,723304,4013723304,4230,1515,"P",736250251,736250251,728249464,728249464,9.99,9.99,98.91,98.91,4002,33.33,94.61,1419,53.17,93.66
"1086",1230,4,13,723302,4013723302,12006,2669,"P",7287287586,7286897851,4,13,723305,4013723305,2745,1174,"W",1323232203,1323021607,1323232203,1323021607,18.16,18.16,100,100,2745,22.86,100,1174,43.99,100
"1087",1231,4,13,723302,4013723302,12006,2669,"P",7287287586,7286897851,4,13,723306,4013723306,5259,76,"W",2317097232,2316925006,2317097232,2316925006,31.8,31.8,100,100,5259,43.8,100,76,2.85,100
"1088",1232,4,13,723302,4013723302,12006,2669,"P",7287287586,7286897851,4,13,940700,4013940700,151,58,"P",386107318,385950184,496735,496735,0.01,0.01,0.13,0.13,0,0,0,0,0,0
"1089",1233,4,13,723302,4013723302,12006,2669,"P",7287287586,7286897851,4,13,980100,4013980100,0,0,"P",2912590778,2912583865,2912483485,2912476572,39.97,39.97,100,100,0,0,0,0,0,0
"1091",1235,4,13,940700,4013940700,151,58,"P",385717876,385560742,4,13,980100,4013980100,0,0,"P",2912590778,2912583865,107293,107293,0.03,0.03,0,0,0,0,0,0,0,0
